Date,Close,High,Low,Open,Volume,Stock_Name,Ticker,Country
2025-01-02,32.033470153808594,32.31224906449025,31.528181301131365,31.728553435477135,30046800.0,Petrobras,PETR4.SA,Brazil
2025-01-03,31.693708419799805,32.2686903358758,31.641436128044987,32.129300881169705,23314200.0,Petrobras,PETR4.SA,Brazil
2025-01-06,31.545602798461914,31.963771130018813,31.414927064210282,31.88536436014524,23760200.0,Petrobras,PETR4.SA,Brazil
2025-01-07,32.216407775878906,32.45162802884439,31.624001951367088,31.8417981126345,37753300.0,Petrobras,PETR4.SA,Brazil
2025-01-08,31.955059051513672,32.33837917098179,31.737262849321404,32.22512753862235,24483500.0,Petrobras,PETR4.SA,Brazil
2025-01-09,32.094451904296875,32.20770687201811,31.972486549815542,31.972486549815542,11526600.0,Petrobras,PETR4.SA,Brazil
2025-01-10,32.18156433105469,32.68685309478302,32.14671946583349,32.451632807182534,40328800.0,Petrobras,PETR4.SA,Brazil
2025-01-13,32.294822692871094,32.69556693334115,32.207705535658135,32.495194813106124,22897100.0,Petrobras,PETR4.SA,Brazil
2025-01-14,32.077022552490234,32.347091024102866,31.86794007143397,32.32966693013049,29173100.0,Petrobras,PETR4.SA,Brazil
2025-01-15,32.48648452758789,32.51261901017163,32.059602479983134,32.17285744335689,32512700.0,Petrobras,PETR4.SA,Brazil
2025-01-16,32.27739715576172,32.44292439970561,32.03346646781036,32.416786595063414,26733200.0,Petrobras,PETR4.SA,Brazil
2025-01-17,32.40807342529297,32.58231104028016,32.103156768238854,32.24254619556739,39941100.0,Petrobras,PETR4.SA,Brazil
2025-01-20,32.48648452758789,32.608449877387386,32.32967098547239,32.42550185268814,13912800.0,Petrobras,PETR4.SA,Brazil
2025-01-21,32.49519348144531,32.53875205826675,31.989908008365123,32.32095585085317,23612200.0,Petrobras,PETR4.SA,Brazil
2025-01-22,32.3122444152832,32.78268500560978,32.25997213081149,32.54746471044649,21832200.0,Petrobras,PETR4.SA,Brazil
2025-01-23,32.08574295043945,32.59102848775695,31.972487977660414,32.3383840574448,26725700.0,Petrobras,PETR4.SA,Brazil
2025-01-24,31.92021369934082,32.1467236308095,31.71113118769992,32.12929953428832,16216500.0,Petrobras,PETR4.SA,Brazil
2025-01-27,32.390647888183594,32.49518912319527,31.77210753968109,31.85922468163983,29809700.0,Petrobras,PETR4.SA,Brazil
2025-01-28,32.34709167480469,32.6607187260042,32.12929548072793,32.58231196320432,27621700.0,Petrobras,PETR4.SA,Brazil
2025-01-29,32.1467170715332,32.521326762035905,32.02474842077169,32.40807181941032,18204400.0,Petrobras,PETR4.SA,Brazil
2025-01-30,32.57360076904297,32.67814201974457,32.05960157840931,32.26868740311895,30916000.0,Petrobras,PETR4.SA,Brazil
2025-01-31,32.83495330810547,33.42735922700942,32.451633199587825,32.573598537602244,37044800.0,Petrobras,PETR4.SA,Brazil
2025-02-03,32.669429779052734,32.939498261616485,32.564888534285515,32.89593636326608,24877600.0,Petrobras,PETR4.SA,Brazil
2025-02-04,32.34709167480469,32.53875006574402,32.07702319775929,32.49519149158991,34290300.0,Petrobras,PETR4.SA,Brazil
2025-02-05,32.111873626708984,32.29482164490345,32.01604276290053,32.27739754936496,20539800.0,Petrobras,PETR4.SA,Brazil
2025-02-06,32.05088806152344,32.338377303697726,31.972481300329335,32.09444663478546,17512400.0,Petrobras,PETR4.SA,Brazil
2025-02-07,31.867938995361328,32.259969464930805,31.6849876764821,32.11186965612563,21438700.0,Petrobras,PETR4.SA,Brazil
2025-02-10,32.08574295043945,32.25997727987574,31.989912075265405,32.06831885283446,17483300.0,Petrobras,PETR4.SA,Brazil
2025-02-11,32.08574295043945,32.31224957269072,31.955063880055423,32.242553182270754,16624300.0,Petrobras,PETR4.SA,Brazil
2025-02-12,31.606582641601562,32.01604055019124,31.45848282471962,31.92892340182612,37364500.0,Petrobras,PETR4.SA,Brazil
2025-02-13,31.64143180847168,31.65014551756129,31.380077031990293,31.536890562540382,15351300.0,Petrobras,PETR4.SA,Brazil
2025-02-14,32.617156982421875,32.73912564325746,31.711127336500915,31.745972202004882,40322000.0,Petrobras,PETR4.SA,Brazil
2025-02-17,32.81753158569336,33.03532779740613,32.643297274968305,32.791397103745894,22615200.0,Petrobras,PETR4.SA,Brazil
2025-02-18,33.418643951416016,33.48833699580942,32.85237259543062,32.86108630304587,44062600.0,Petrobras,PETR4.SA,Brazil
2025-02-19,33.48834228515625,33.680004003295316,32.991767218437985,33.2008530312539,32648200.0,Petrobras,PETR4.SA,Brazil
2025-02-20,33.54061508178711,33.60159775243495,33.37509116478674,33.47091870201455,26641200.0,Petrobras,PETR4.SA,Brazil
2025-02-21,33.44478225708008,33.56674759121287,33.25312054726792,33.56674759121287,30115200.0,Petrobras,PETR4.SA,Brazil
2025-02-24,33.20956039428711,33.54932190129575,32.93078155144382,33.54061151640325,27830300.0,Petrobras,PETR4.SA,Brazil
2025-02-25,33.06146240234375,33.488341074927746,32.956921161366914,33.20956221678542,31960900.0,Petrobras,PETR4.SA,Brazil
2025-02-26,33.06146240234375,33.32281716643891,32.88722478517827,33.32281716643891,27420200.0,Petrobras,PETR4.SA,Brazil
2025-02-27,31.894079208374023,32.00733417408053,30.909639356662467,31.67628298687276,129693500.0,Petrobras,PETR4.SA,Brazil
2025-02-28,31.301668167114258,31.841801778719784,31.197126928195203,31.78953282091329,55476800.0,Petrobras,PETR4.SA,Brazil
2025-03-05,30.160417556762695,30.58729958108483,30.099434885189012,30.508892814303476,48552000.0,Petrobras,PETR4.SA,Brazil
2025-03-06,29.84678840637207,30.596007831475802,29.646416310429046,30.325942682872913,47749600.0,Petrobras,PETR4.SA,Brazil
2025-03-07,30.169132232666016,30.43048702254247,29.820656963959774,29.87292925125765,28074700.0,Petrobras,PETR4.SA,Brazil
2025-03-10,30.160417556762695,30.160417556762695,29.620283898550205,30.1255726896537,35037200.0,Petrobras,PETR4.SA,Brazil
2025-03-11,29.707401275634766,30.404351795979746,29.541877354871342,30.27367274258847,28805400.0,Petrobras,PETR4.SA,Brazil
2025-03-12,29.707401275634766,29.96875938241732,29.58543593156631,29.75967356165255,20149100.0,Petrobras,PETR4.SA,Brazil
2025-03-13,30.003604888916016,30.090725367468135,29.65513294462687,29.777098291293395,19263600.0,Petrobras,PETR4.SA,Brazil
2025-03-14,30.927059173583984,31.15356575034708,29.942619458096296,30.142991555353763,41529400.0,Petrobras,PETR4.SA,Brazil
2025-03-17,31.502042770385742,31.71983897408678,31.01417807770514,31.022891786904726,31175900.0,Petrobras,PETR4.SA,Brazil
2025-03-18,31.528175354003906,31.719837065184628,31.284244683996537,31.528175354003906,15086400.0,Petrobras,PETR4.SA,Brazil
2025-03-19,31.502042770385742,31.65014591702174,31.38878781393543,31.597873631743212,21180500.0,Petrobras,PETR4.SA,Brazil
